	Vineyard	Treatment	Replication	Time	Cluster weight (T0)	Berry weight(T0)	TSS (T0)	TA  (T0)	Firmness  (T0)	Multiplex (FER_RG)  (T0)	Multiplex (Ferrari)  (T0)	Rachis Index  (T0)	Cracking index  (T0)	Shattering(%) (T0)	Acceptance  (T0)	Cluster weight	Berry weight	TSS	TA	Firmness	Multiplex (FER_RG)	Multiplex (Ferrari)	Weightloss (%)	Rachis Index	Bleaching index 	Cracking index	Shatter	Shattering(%)	Decay	Decay (%)	Shriveling 	Acceptance	Vineyard_Number_of_measures	Vineyard_index	Vineyard_Std_index	Vineyard_Incidence	Vineyard_Std_Incidence	new_time	disruption_length	disruption_temperature	treatment	mapped_period	Temperature_dday	kPa
79	B	5	10	I	558.21	8.295	19.6	0.396	4.5849986000000005	4.953	0.4462	0.0	1	0.0	5.0	550.47	9.13	19.5	0.567	4.18166	3.664	0.2497	1.406071175540903	0.5	1	2	0	0.0	1	1.6585826657220193	1	4	4	1.09	0.08	8	5.656854249492381	1	3	2.5	5	1	54.66145833333334	0.03821035396355319
80	A	6	1	I	564.36	6.415	17.6	0.553	2.6675208	2.441	0.22	0.1	1	0.0	5.0	558.51	8.08	16.8	0.566	1.6607275999999997	2.952	0.2612	1.0365724005953687	0.5	2	3	0	0.0	0	0.0	1	4	4	1.57	0.06	47	6.831300510639732	1	1	5	6	1	35.31770833333333	0.04511263763957754
81	A	6	2	I	701.85	6.66	18.8	0.483	3.1556392	3.73	0.4609	0.0	1	0.14248058702001853	5.0	693.09	7.19	18.9	0.56	1.6862271999999998	3.826	0.6958	1.248129942295361	0.3	2	2	2	0.2885628129103002	2	2.0747666248250587	2	4	4	1.57	0.06	47	6.831300510639732	1	1	5	6	1	35.31770833333333	0.04511263763957754
82	A	6	3	I	688.94	10.13	19.8	0.364	2.736944	4.475	0.3562	0.1	1	0.0	5.0	678.68	12.59	17.2	0.514	3.8497438	4.386	0.3998	1.4892443463872185	0.7	2	3	1	0.14734484587729121	1	1.8550716095950963	2	3	4	1.57	0.06	47	6.831300510639732	1	1	5	6	1	35.31770833333333	0.04511263763957754
83	A	6	4	I	694.08	10.0	20.0	0.404	3.253698	4.321	0.554	0.1	2	0.0	5.0	683.74	7.18	18.2	0.458	2.1867916	4.68	0.4025	1.4897418165053065	0.5	2	3	1	0.14625442419633194	1	1.0501067657296632	2	4	4	1.57	0.06	47	6.831300510639732	1	1	5	6	1	35.31770833333333	0.04511263763957754
84	A	6	5	I	525.75	9.86	18.5	0.376	4.4159878	5.096	0.675	0.1	1	0.0	5.0	520.24	8.91	16.9	0.434	3.3617625999999996	3.913	0.7947	1.0480266286257711	0.5	2	3	0	0.0	0	0.0	1	4	4	1.57	0.06	47	6.831300510639732	1	1	5	6	1	35.31770833333333	0.04511263763957754
85	A	6	6	I	661.85	10.945	18.2	0.424	2.7679903999999995	3.445	0.3042	0.1	1	0.0	5.0	655.25	11.535	17.6	0.494	2.4157784	3.581	0.3879	0.9972048047140626	0.5	2	3	0	0.0	0	0.0	1	4	4	1.57	0.06	47	6.831300510639732	1	1	5	6	1	35.31770833333333	0.04511263763957754
86	A	6	7	I	600.13	10.015	16.1	0.324	4.0965568	3.593	0.4258	0.1	1	0.33326112675586955	5.0	592.66	9.825	16.4	0.476	3.0881662000000003	3.774	0.4948	1.2447303084331773	0.6	2	3	3	0.5061924206121554	3	4.973340532514426	1	3	4	1.57	0.06	47	6.831300510639732	1	1	5	6	1	35.31770833333333	0.04511263763957754
87	A	6	8	I	679.59	7.82	14.0	0.39	1.8712512	3.957	0.3638	0.1	1	0.0	5.0	672.59	8.915	19.7	0.516	2.1809018	4.388	0.6064	1.0300328139025	0.7	2	3	0	0.0	0	0.0	2	4	4	1.57	0.06	47	6.831300510639732	1	1	5	6	1	35.31770833333333	0.04511263763957754
88	A	6	9	I	607.63	11.14	15.7	0.369	4.5773839999999995	5.203	0.5039	0.1	1	0.0	5.0	598.98	8.945	17.8	0.486	1.2111428	5.35	0.6988	1.4235636818458564	0.6	2	2	0	0.0	0	0.0	2	4	4	1.57	0.06	47	6.831300510639732	1	1	5	6	1	35.31770833333333	0.04511263763957754
89	A	6	10	I	522.52	9.425	15.5	0.427	2.2680238	3.862	0.4285	0.1	1	0.0	5.0	516.94	8.055	15.9	0.56	1.5201172	4.991	0.6455	1.0679017071116756	0.5	2	2	1	0.19344604789724143	1	1.5582079158122797	1	4	4	1.57	0.06	47	6.831300510639732	1	1	5	6	1	35.31770833333333	0.04511263763957754
90	B	6	1	I	648.89	9.89	19.7	0.451	4.8654452	3.199	0.1224	0.0	1	0.0	5.0	642.24	9.28	20.5	0.597	2.0768258	3.462	0.329	1.0354384653711972	0.5	2	2	0	0.0	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	1	5	6	1	35.31770833333333	0.04511263763957754
91	B	6	2	I	681.71	6.94	21.3	0.351	4.6050396	3.891	0.3843	0.0	1	0.14668994147071335	5.0	671.51	9.07	20.4	0.537	3.9104352	4.465	0.4577	1.5189647212997641	0.6	1	1	1	0.14891810993134877	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	1	5	6	1	35.31770833333333	0.04511263763957754
92	B	6	3	I	642.51	9.02	20.1	0.352	3.5508242	4.179	0.2894	0.0	1	0.0	5.0	630.64	9.32	19.2	0.53	3.0817864	3.977	0.3814	1.8822148928073077	0.6	2	4	0	0.0	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	1	1	5	6	1	35.31770833333333	0.04511263763957754
93	B	6	4	I	646.74	9.405	20.9	0.397	4.1724774	3.618	0.3399	0.0	1	0.0	5.0	635.56	8.995	20.4	0.547	2.9905581999999997	4.152	0.4419	1.7590786078419134	0.7	2	2	0	0.0	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	1	1	5	6	1	35.31770833333333	0.04511263763957754
94	B	6	5	I	504.39	12.215	21.1	0.355	2.4495492	4.437	0.3302	0.0	1	0.0	5.0	495.31	10.865	21.2	0.525	3.5170239999999997	3.474	0.3416	1.8331953725949373	0.7	1	2	0	0.0	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	1	1	5	6	1	35.31770833333333	0.04511263763957754
95	B	6	6	I	653.94	10.455	20.1	0.364	5.014072	4.322	0.2708	0.0	1	0.0	5.0	644.97	9.605	20.5	0.48	3.5945126	3.733	0.2158	1.3907623610400526	0.6	1	1	1	0.1550459711304402	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	1	5	6	1	35.31770833333333	0.04511263763957754
96	B	6	7	I	640.47	9.08	21.4	0.408	3.3674171999999998	4.333	0.3404	0.0	1	0.0	5.0	632.84	9.37	21.5	0.544	2.5544876	4.655	0.4609	1.2056760002528277	0.6	1	2	0	0.0	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	1	1	5	6	1	35.31770833333333	0.04511263763957754
97	B	6	8	I	587.07	10.22	20.4	0.415	5.1434712000000005	5.587	0.3049	0.0	1	0.0	5.0	577.8	11.02	20.1	0.556	3.4877709999999995	5.887	0.4352	1.6043613707165276	0.5	1	2	0	0.0	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	1	5	6	1	35.31770833333333	0.04511263763957754
98	B	6	9	I	633.59	7.685	21.0	0.396	2.9642844	4.227	0.4026	0.0	1	0.0	5.0	626.4	8.56	21.1	0.591	1.9679183999999998	4.188	0.4437	1.1478288633461133	0.6	1	1	0	0.0	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	1	1	5	6	1	35.31770833333333	0.04511263763957754
99	B	6	10	I	630.92	10.78	21.0	0.405	2.6819366	3.919	0.4832	0.0	2	0.15849870031065746	5.0	622.47	9.07	20.8	0.466	2.267426	4.594	0.5775	1.3574951403280369	0.6	1	1	3	0.48195093739457323	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	1	5	6	1	35.31770833333333	0.04511263763957754
100	A	7	1	I	481.82	8.34	19.3	0.485	1.4774774	5.651	0.6042	0.1	1	0.0	5.0	476.86	8.425	16.8	0.5	1.9115194	5.438	0.6772	1.0294300776223444	0.6	2	3	2	0.4194103091053978	2	3.5335318542129768	2	3	4	1.57	0.06	47	6.831300510639732	1	2	5	7	1	66.57291666666669	0.04511263763957754
101	A	7	2	I	573.82	7.63	17.5	0.351	4.546690399999999	5.08	0.5342	0.2	2	0.0	4.5	564.05	8.09	16.5	0.506	3.5216790000000002	3.302	0.3676	1.7026245163988873	0.7	2	5	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	1	2	5	7	1	66.57291666666669	0.04511263763957754
102	A	7	3	I	652.86	8.38	16.8	0.45	2.2441118	2.306	0.0974	0.1	1	0.15317219618294886	5.0	640.89	6.805	17.6	0.558	1.2230105999999998	2.713	0.1735	1.8334711883099022	0.6	2	2	1	0.15603301658630966	1	1.0618046778698371	2	4	4	1.57	0.06	47	6.831300510639732	1	2	5	7	1	66.57291666666669	0.04511263763957754
103	A	7	4	I	547.48	9.865	18.6	0.43	4.137471799999999	4.201	0.4326	0.2	1	0.0	4.5	537.06	11.56	18.2	0.492	2.7972727999999996	5.518	0.805	1.9032658727259577	0.7	2	3	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	1	2	5	7	1	66.57291666666669	0.04511263763957754
104	A	7	5	I	626.2	6.53	18.5	0.51	4.0290348	3.173	0.3369	0.1	1	0.0	5.0	605.46	5.585	17.7	0.664	1.1813018	3.934	0.3886	3.3120408815075066	0.8	2	3	2	0.33032735440821853	2	1.8448782743699006	1	3	4	1.57	0.06	47	6.831300510639732	1	2	5	7	1	66.57291666666669	0.04511263763957754
105	A	7	6	I	591.76	14.295	17.2	0.375	2.0760026	3.409	0.0739	0.1	1	0.0	5.0	585.35	9.515	18.7	0.43	3.0511908	4.17	0.4728	1.0832094092199487	0.7	2	2	0	0.0	0	0.0	2	3	4	1.57	0.06	47	6.831300510639732	1	2	5	7	1	66.57291666666669	0.04511263763957754
106	A	7	7	I	593.21	9.245	15.2	0.375	3.3163592	3.13	0.2025	0.2	1	0.0	4.5	583.88	7.785	15.6	0.53	3.059903	3.436	0.3706	1.5727988402083646	0.4	2	2	0	0.0	0	0.0	1	4	4	1.57	0.06	47	6.831300510639732	1	2	5	7	1	66.57291666666669	0.04511263763957754
107	A	7	8	I	602.19	10.695	16.9	0.448	1.8393521999999998	4.615	0.4882	0.1	1	0.0	5.0	593.57	9.795	17.1	0.542	3.4084694	4.807	0.5049	1.4314419037180963	0.6	2	2	0	0.0	0	0.0	1	4	4	1.57	0.06	47	6.831300510639732	1	2	5	7	1	66.57291666666669	0.04511263763957754
108	A	7	9	I	627.68	9.73	16.9	0.445	3.9217248	5.729	0.7834	0.2	1	0.0	5.0	620.28	9.785	16.3	0.554	1.6342774	4.932	0.7883	1.1789446851899021	0.5	2	2	0	0.0	0	0.0	1	4	4	1.57	0.06	47	6.831300510639732	1	2	5	7	1	66.57291666666669	0.04511263763957754
109	A	7	10	I	571.47	6.755	17.2	0.429	2.6362588	4.051	0.3909	0.1	1	0.0	5.0	561.86	5.59	18.5	0.46	0.8358517999999999	3.405	0.3484	1.6816280819640599	0.6	2	2	3	0.5339408393549994	3	2.9847292919944466	1	3	4	1.57	0.06	47	6.831300510639732	1	2	5	7	1	66.57291666666669	0.04511263763957754
110	B	7	1	I	576.73	10.14	19.9	0.337	3.4193964	5.197	0.5378	0.0	1	0.0	5.0	567.29	10.615	20.1	0.48	3.7245586	5.324	0.5011	1.6640518958557449	0.6	1	1	1	0.17627668388302278	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	2	5	7	1	66.57291666666669	0.04511263763957754
111	B	7	2	I	582.14	5.735	20.3	0.424	4.8764015999999994	3.476	0.3826	0.0	1	0.0	5.0	571.93	6.865	20.5	0.531	1.8965743999999998	3.954	0.3164	1.7851835014774602	0.7	1	1	2	0.3496931442659067	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	1	2	5	7	1	66.57291666666669	0.04511263763957754
112	B	7	3	I	634.7	9.33	19.3	0.389	3.3579308	3.281	0.0787	0.1	1	0.0	5.0	626.82	11.245	18.7	0.424	5.0521156000000005	3.426	0.0844	1.2571392106186776	0.5	2	2	1	0.15953543281962923	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	2	5	7	1	66.57291666666669	0.04511263763957754
113	B	7	4	I	616.89	10.23	19.9	0.438	3.7483432	3.547	0.2609	0.0	1	0.0	5.0	610.06	10.485	19.4	0.472	2.541483	3.423	0.2247	1.1195620102940762	0.5	1	1	0	0.0	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	2	5	7	1	66.57291666666669	0.04511263763957754
114	B	7	5	I	716.04	8.83	21.6	0.36	3.0941344	5.781	0.5472	0.0	1	0.0	5.0	709.02	11.58	21.8	0.465	3.4092436	4.679	0.5138	0.9900990099009875	0.5	1	1	5	0.7051987250007052	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	2	5	7	1	66.57291666666669	0.04511263763957754
115	B	7	6	I	528.26	9.47	20.4	0.433	3.3680934	3.491	0.3757	0.0	1	0.0	5.0	522.66	8.865	21.4	0.579	3.4408681999999997	3.827	0.3257	1.0714422377836497	0.6	1	1	1	0.1913289710327938	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	2	5	7	1	66.57291666666669	0.04511263763957754
116	B	7	7	I	609.43	10.1	21.0	0.42	1.6668134	3.844	0.2999	0.1	1	0.0	5.0	605.31	9.915	20.4	0.549	3.8265962	4.625	0.5124	0.6806429763261808	0.5	1	2	1	0.16520460590441263	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	2	5	7	1	66.57291666666669	0.04511263763957754
117	B	7	8	I	645.32	11.43	20.9	0.369	4.827431	3.522	0.3022	0.1	1	0.0	5.0	637.59	11.36	20.4	0.406	3.5031275999999996	4.311	0.3654	1.2123778603804982	0.6	1	1	0	0.0	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	2	5	7	1	66.57291666666669	0.04511263763957754
118	B	7	9	I	657.22	7.325	21.5	0.387	5.863859399999999	3.675	0.2531	0.0	1	0.0	5.0	649.7	6.295	22.7	0.508	2.0768747999999997	4.634	0.6616	1.1574572879790643	0.6	1	1	2	0.30783438510081573	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	2	5	7	1	66.57291666666669	0.04511263763957754
119	B	7	10	I	533.89	12.645	19.7	0.413	1.6769368	3.975	0.4161	0.0	1	0.0	5.0	528.15	12.705	18.1	0.447	4.560968999999999	3.262	0.2437	1.086812458581844	0.5	1	1	3	0.5680204487361545	1	2.4055666003976146	1	4	4	1.09	0.08	8	5.656854249492381	1	2	5	7	1	66.57291666666669	0.04511263763957754
120	A	8	1	I	649.94	7.08	18.1	0.45	1.5031043999999998	3.699	0.8953	0.2	1	0.0	5.0	642.64	9.48	15.1	0.5	2.9423226000000002	4.089	0.8098	1.1231806012862828	0.7	2	3	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	1	3	5	8	1	95.84583333333335	0.08881162089466625
121	A	8	2	I	631.95	8.32	17.5	0.451	1.3243426	3.47	0.4569	0.1	1	0.0	5.0	625.42	8.0	18.0	0.574	1.8597264	3.939	0.7217	1.0333095972782793	0.8	2	3	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	1	3	5	8	1	95.84583333333335	0.08881162089466625
122	A	8	3	I	494.72	9.495	18.1	0.499	4.0054462	5.546	0.6237	0.1	1	0.0	5.0	486.9	10.2	18.2	0.514	1.4222739999999998	6.348	0.7244	1.580692108667539	0.5	2	2	0	0.0	0	0.0	1	4	4	1.57	0.06	47	6.831300510639732	1	3	5	8	1	95.84583333333335	0.08881162089466625
123	A	8	4	I	613.49	11.3	15.6	0.445	2.4547922	4.75	0.5287	0.1	2	0.0	5.0	603.28	11.105	15.9	0.618	1.073786	5.319	0.6685	1.664248806011514	0.5	2	1	0	0.0	0	0.0	2	4	4	1.57	0.06	47	6.831300510639732	1	3	5	8	1	95.84583333333335	0.08881162089466625
124	A	8	5	I	560.12	9.075	16.5	0.389	5.4854814	3.64	0.438	0.1	1	0.0	5.0	523.33	8.74	17.3	0.458	2.1824894	5.726	0.6432	6.568235378133251	0.7	2	2	0	0.0	0	0.0	2	4	4	1.57	0.06	47	6.831300510639732	1	3	5	8	1	95.84583333333335	0.08881162089466625
125	A	8	6	I	557.02	9.505	18.7	0.482	2.0468965999999997	5.284	0.6133	0.1	2	0.0	5.0	549.1	8.97	16.3	0.632	1.3511161999999999	5.854	0.7586	1.4218519981329143	0.7	2	1	0	0.0	0	0.0	3	3	4	1.57	0.06	47	6.831300510639732	1	3	5	8	1	95.84583333333335	0.08881162089466625
126	A	8	7	I	617.35	10.845	17.8	0.423	6.2196679999999995	5.303	0.6001	0.1	1	0.0	5.0	605.3	9.47	17.3	0.684	3.605126	3.483	0.4647	1.9518911476472125	0.6	2	3	0	0.0	0	0.0	2	4	4	1.57	0.06	47	6.831300510639732	1	3	5	8	1	95.84583333333335	0.08881162089466625
127	A	8	8	I	583.53	4.835	17.0	0.402	2.7593566	3.5	0.3936	0.1	1	0.0	5.0	570.56	9.725	15.6	0.588	1.933736	4.448	0.6337	2.2226792110088645	0.9	2	3	0	0.0	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	1	3	5	8	1	95.84583333333335	0.08881162089466625
128	A	8	9	I	643.19	7.125	16.3	0.375	3.9898446	4.457	0.783	0.1	1	0.0	5.0	628.04	8.49	15.9	0.634	1.7813362	3.962	0.6185	2.3554470685178703	0.6	2	1	0	0.0	0	0.0	1	4	4	1.57	0.06	47	6.831300510639732	1	3	5	8	1	95.84583333333335	0.08881162089466625
129	A	8	10	I	531.25	9.1	18.9	0.372	3.3234936	4.978	0.7263	0.2	1	0.0	4.5	521.96	9.705	17.9	0.54	3.6520778	5.905	0.8813	1.7487058823529342	0.7	2	4	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	1	3	5	8	1	95.84583333333335	0.08881162089466625
130	B	8	1	I	443.74	11.015	21.4	0.538	2.4125934	4.153	0.44	0.1	1	0.0	5.0	439.05	9.915	20.8	0.53	3.322641	5.132	0.4705	1.0682154652089735	0.5	1	1	1	0.22776449151577272	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	3	5	8	1	95.84583333333335	0.08881162089466625
131	B	8	2	I	602.98	9.805	20.4	0.45	3.0360007999999996	2.96	0.0818	0.0	1	0.0	5.0	592.7	11.715	19.9	0.493	3.107139	3.96	0.1734	1.734435633541416	0.6	2	1	3	0.5061582588155896	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	3	5	8	1	95.84583333333335	0.08881162089466625
132	B	8	3	I	682.21	9.62	19.6	0.439	3.905153	4.043	0.293	0.1	1	0.0	5.0	669.54	9.455	20.5	0.538	4.228847	4.468	0.2796	1.8923439973713405	0.5	1	1	0	0.0	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	3	5	8	1	95.84583333333335	0.08881162089466625
133	B	8	4	I	670.25	8.515	19.3	0.426	4.024889399999999	3.907	0.1738	0.1	1	0.0	5.0	661.2	8.36	19.7	0.505	3.2572946	4.172	0.3842	1.36872353297035	0.6	2	1	0	0.0	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	3	5	8	1	95.84583333333335	0.08881162089466625
134	B	8	5	I	551.02	6.095	19.7	0.538	1.626408	6.138	0.5681	0.1	2	0.3629632318246162	5.0	543.84	6.8	20.4	0.585	1.7579338	4.519	0.3755	1.3202412474257041	0.7	1	1	2	0.3677552221241541	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	1	3	5	8	1	95.84583333333335	0.08881162089466625
135	B	8	6	I	612.3	11.6	20.6	0.406	3.2896737999999996	3.55	0.2758	0.0	1	0.1633186346562143	5.0	604.9	10.115	20.3	0.466	3.6054396	4.354	0.2652	1.223342701272934	0.6	1	2	4	0.6612663250123988	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	3	5	8	1	95.84583333333335	0.08881162089466625
136	B	8	7	I	533.39	9.24	20.0	0.389	3.9491354	3.157	0.1288	0.0	2	0.0	5.0	525.82	8.08	20.1	0.468	3.6260098	3.663	0.2842	1.439656156099033	0.6	1	1	0	0.0	1	1.5366475219656914	1	4	4	1.09	0.08	8	5.656854249492381	1	3	5	8	1	95.84583333333335	0.08881162089466625
137	B	8	8	I	641.13	9.675	21.1	0.459	3.4198275999999996	2.566	0.363	0.1	1	0.0	5.0	630.54	11.72	19.9	0.517	3.1112746	2.861	0.3892	1.679512798553626	0.8	1	2	1	0.15859422082659308	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	1	3	5	8	1	95.84583333333335	0.08881162089466625
138	B	8	9	I	418.7	8.925	21.0	0.469	2.1847923999999996	5.278	0.5173	0.1	1	0.0	5.0	413.64	7.875	21.4	0.532	3.3604298	5.661	0.5882	1.2232859491345136	0.5	1	1	0	0.0	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	3	5	8	1	95.84583333333335	0.08881162089466625
139	B	8	10	I	672.69	12.28	20.4	0.451	2.0465046	3.513	0.3782	0.0	1	0.0	5.0	660.92	10.915	20.3	0.475	3.0113537999999997	4.233	0.4457	1.7808509350602335	0.6	1	1	0	0.0	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	3	5	8	1	95.84583333333335	0.08881162089466625
140	A	9	1	I	434.97	8.825	17.4	0.514	5.2644718	4.48	0.4755	0.1	1	0.0	5.0	431.87	7.955	17.7	0.649	1.7010447999999998	4.8	0.6503	0.7126928293905379	0.7	2	3	0	0.0	0	0.0	2	3	4	1.57	0.06	47	6.831300510639732	1	1	10	9	1	71.23020833333335	0.04511263763957754
141	A	9	2	I	629.83	11.185	15.9	0.402	5.5038564	4.636	0.607	0.4	1	0.0	4.0	621.28	8.125	17.7	0.436	2.1640555999999997	4.529	0.8287	1.35750916914089	0.7	2	3	1	0.16095802214782384	1	1.3077839299510687	1	3	4	1.57	0.06	47	6.831300510639732	1	1	10	9	1	71.23020833333335	0.04511263763957754
142	A	9	3	I	627.13	8.53	16.5	0.493	5.5038074	2.346	0.399	0.1	1	0.0	5.0	617.66	11.37	16.5	0.433	3.3937008	2.652	0.1959	1.5100537368647693	0.5	2	2	1	0.16190136968558755	1	1.84081857332513	1	4	4	1.57	0.06	47	6.831300510639732	1	1	10	9	1	71.23020833333335	0.04511263763957754
143	A	9	4	I	542.81	10.435	18.0	0.402	5.4750052	4.561	0.4395	0.2	2	0.0	4.5	536.99	9.425	17.8	0.409	2.6224212	5.715	0.7144	1.0721983751220383	0.5	2	3	1	0.1862232071360733	1	1.7551537272574909	1	4	4	1.57	0.06	47	6.831300510639732	1	1	10	9	1	71.23020833333335	0.04511263763957754
144	A	9	5	I	463.69	12.205	17.1	0.391	5.415627	4.96	0.4402	0.1	1	0.0	5.0	458.73	9.585	16.8	0.426	3.124975	5.198	0.8067	1.0696801742543465	0.7	2	2	0	0.0	0	0.0	2	3	4	1.57	0.06	47	6.831300510639732	1	1	10	9	1	71.23020833333335	0.04511263763957754
145	A	9	6	I	626.76	10.46	16.8	0.39	1.3479116	3.194	0.385	0.1	1	0.0	5.0	619.3	7.985	16.5	0.523	2.8850219999999998	3.663	0.4498	1.190248260897319	0.6	2	3	0	0.0	0	0.0	2	4	4	1.57	0.06	47	6.831300510639732	1	1	10	9	1	71.23020833333335	0.04511263763957754
146	A	9	7	I	679.34	12.405	16.3	0.33	2.7110328000000004	3.233	0.2003	0.1	1	0.0	5.0	671.27	11.13	16.8	0.397	4.7707673999999995	5.317	0.559	1.1879176848117363	0.7	2	3	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	1	1	10	9	1	71.23020833333335	0.04511263763957754
147	A	9	8	I	641.03	8.885	16.9	0.382	3.0480254	3.778	0.4203	0.1	2	0.0	5.0	628.61	8.26	14.4	0.394	1.9909189999999999	3.604	0.4399	1.9375068249535838	0.5	2	2	1	0.15908114729323428	1	1.3140102766421151	1	4	4	1.57	0.06	47	6.831300510639732	1	1	10	9	1	71.23020833333335	0.04511263763957754
148	A	9	9	I	527.44	6.895	17.0	0.43	4.540193	6.94	0.6504	0.2	1	0.0	5.0	521.53	5.265	17.0	0.468	1.3084665999999998	3.41	0.7236	1.1205065979068862	0.6	2	3	2	0.3834870477249631	2	2.0190593062719304	2	4	4	1.57	0.06	47	6.831300510639732	1	1	10	9	1	71.23020833333335	0.04511263763957754
149	A	9	10	I	679.32	7.455	17.0	0.525	1.3918743999999998	2.628	0.3038	0.2	1	0.0	4.5	670.1	8.8	17.7	0.381	2.7515754	2.468	0.3378	1.3572395925337142	0.7	2	3	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	1	1	10	9	1	71.23020833333335	0.04511263763957754
150	B	9	1	I	657.55	6.855	22.3	0.531	3.0711044	4.125	0.7499	0.1	2	0.0	5.0	651.0	7.265	23.1	0.615	1.37641	3.78	0.7528	1.0061443932411605	0.7	2	3	2	0.30721966205837176	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	1	1	10	9	1	71.23020833333335	0.04511263763957754
151	B	9	2	I	469.3	10.28	20.7	0.498	3.6389653999999996	4.312	0.4348	0.0	1	0.0	5.0	463.17	9.15	19.8	0.58	4.6269034	3.751	0.2002	1.3234881361055324	0.5	2	3	3	0.6477103439341926	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	1	10	9	1	71.23020833333335	0.04511263763957754
152	B	9	3	I	591.42	10.745	20.6	0.419	2.6244007999999996	3.797	0.2912	0.0	1	0.0	5.0	584.44	9.895	20.0	0.585	3.1351474	3.963	0.2392	1.194305660119072	0.6	2	2	5	0.8555198138388884	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	1	10	9	1	71.23020833333335	0.04511263763957754
153	B	9	4	I	689.28	8.445	19.7	0.465	3.5582134	5.517	0.5533	0.0	1	0.0	5.0	678.2	8.12	19.9	0.419	3.047065	4.671	0.5822	1.6337363609554596	0.8	1	1	1	0.14744913005013272	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	1	1	10	9	1	71.23020833333335	0.04511263763957754
154	B	9	5	I	570.19	10.315	19.7	0.393	3.7589467999999995	4.349	0.3769	0.0	1	0.0	5.0	562.23	10.725	20.7	0.499	3.6518033999999995	4.165	0.4524	1.415790690642626	0.6	1	1	0	0.0	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	1	10	9	1	71.23020833333335	0.04511263763957754
155	B	9	6	I	642.66	9.2	19.7	0.466	3.5164359999999997	5.643	0.47	0.1	2	0.0	5.0	632.15	9.545	20.4	0.552	3.4228949999999996	5.396	0.4182	1.6625800838408593	0.7	1	1	1	0.15819030293443012	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	1	10	9	1	71.23020833333335	0.04511263763957754
156	B	9	7	I	667.74	6.325	20.7	0.528	4.6877124	3.753	0.3807	0.0	1	0.0	5.0	657.41	7.11	21.1	0.567	2.6777324	4.176	0.3618	1.5713177469159338	0.7	1	1	0	0.0	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	1	10	9	1	71.23020833333335	0.04511263763957754
157	B	9	8	I	672.66	10.805	19.7	0.516	3.7430806	3.593	0.2913	0.1	1	0.0	5.0	660.43	9.25	20.5	0.597	3.1954272	3.308	0.2283	1.8518238117590082	0.6	2	1	2	0.30283300274063873	0	0.0	1	4	4	1.09	0.08	8	5.656854249492381	1	1	10	9	1	71.23020833333335	0.04511263763957754
